judge,year,ad_hoc_this_year,authority,average_unanimity,citations_next_10_years,citations_next_2_years,citations_next_3_years,citations_next_4_years,citations_next_5_years,citations_next_6_years,citations_next_7_years,citations_next_8_years,citations_next_9_years,citations_next_year,current_year,hub,in_degree,lagged_citations_next_10_years,lagged_citations_next_10_years_2,lagged_citations_next_10_years_3,lagged_citations_next_10_years_4,lagged_citations_next_10_years_5,lagged_citations_next_2_years,lagged_citations_next_2_years_2,lagged_citations_next_2_years_3,lagged_citations_next_2_years_4,lagged_citations_next_2_years_5,lagged_citations_next_3_years,lagged_citations_next_3_years_2,lagged_citations_next_3_years_3,lagged_citations_next_3_years_4,lagged_citations_next_3_years_5,lagged_citations_next_4_years,lagged_citations_next_4_years_2,lagged_citations_next_4_years_3,lagged_citations_next_4_years_4,lagged_citations_next_4_years_5,lagged_citations_next_5_years,lagged_citations_next_5_years_2,lagged_citations_next_5_years_3,lagged_citations_next_5_years_4,lagged_citations_next_5_years_5,lagged_citations_next_6_years,lagged_citations_next_6_years_2,lagged_citations_next_6_years_3,lagged_citations_next_6_years_4,lagged_citations_next_6_years_5,lagged_citations_next_7_years,lagged_citations_next_7_years_2,lagged_citations_next_7_years_3,lagged_citations_next_7_years_4,lagged_citations_next_7_years_5,lagged_citations_next_8_years,lagged_citations_next_8_years_2,lagged_citations_next_8_years_3,lagged_citations_next_8_years_4,lagged_citations_next_8_years_5,lagged_citations_next_9_years,lagged_citations_next_9_years_2,lagged_citations_next_9_years_3,lagged_citations_next_9_years_4,lagged_citations_next_9_years_5,lagged_citations_next_year,lagged_citations_next_year_2,lagged_citations_next_year_3,lagged_citations_next_year_4,lagged_citations_next_year_5,member_this_year,network_size,num_votes_this_year,out_degree,seniority,seniority_squared,supported_decisions
j113,1948,False,0.07051923797700137,0.9333333333333333,9,2,3,4,4,5,7,9,9,0,1948,0.07051923797700137,0.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,16,2,0.8125,0,0,2
j39,1948,False,0.07051923797700135,0.9333333333333333,8,2,3,5,5,6,7,7,7,0,1948,0.07051923797700135,0.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,16,2,0.8125,0,0,2
j83,1948,False,0.005941318484530266,1.0,3,1,2,3,3,3,3,3,3,0,1948,0.005941318484530266,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,16,2,0.125,0,0,1
j49,1948,False,0.07051923797700135,0.9333333333333333,3,1,1,1,1,2,3,3,3,0,1948,0.07051923797700135,0.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,16,2,0.8125,0,0,2
j11,1948,False,0.07051923797700135,0.9333333333333333,3,1,1,1,1,2,2,3,3,0,1948,0.07051923797700135,0.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,16,2,0.8125,0,0,2
j36,1948,True,0.07136726932992192,1.0,0,0,0,0,0,0,0,0,0,0,1948,0.07136726932992192,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,16,1,0.9375,0,0,1
j12,1949,False,0.012508510057351162,0.9333333333333333,12,3,4,4,4,5,7,10,11,2,1949,0.012508510057351162,0.375,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,True,16,2,0.375,1,1,2
j14,1949,False,0.07860809509495932,0.85,13,3,5,5,6,7,9,11,12,2,1949,0.07860809509495932,0.875,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,True,16,2,0.875,1,1,4
j8,1949,False,0.07860809509495935,0.85,8,1,3,3,4,6,7,7,8,1,1949,0.07860809509495935,0.875,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,True,16,2,0.875,1,1,4
j63,1949,False,0.07860809509495935,0.85,13,3,5,5,6,8,10,11,12,2,1949,0.07860809509495935,0.875,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,True,16,2,0.875,1,1,4
j93,1949,False,0.07860809509495935,0.85,10,3,5,5,6,7,9,9,9,2,1949,0.07860809509495935,0.875,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,True,16,2,0.875,1,1,4
j159,1949,False,0.05995738019276392,0.8444444444444444,11,2,2,2,3,4,6,9,10,1,1949,0.05995738019276392,0.6875,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,True,16,2,0.6875,1,1,3
j155,1949,False,0.06715884719425366,0.888888888888889,12,3,4,4,5,6,8,10,11,2,1949,0.06715884719425366,0.75,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,True,16,2,0.75,1,1,3
j66,1949,False,0.06191189659810218,0.8666666666666667,13,3,5,5,5,7,9,11,12,2,1949,0.06191189659810218,0.6875,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,True,16,2,0.6875,1,1,3
j69,1949,False,0.07860809509495935,0.85,13,3,5,5,6,7,9,11,12,2,1949,0.07860809509495935,0.875,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,True,16,2,0.875,1,1,4
j77,1949,False,0.07860809509495935,0.85,13,3,5,5,6,7,9,11,12,2,1949,0.07860809509495935,0.875,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,True,16,2,0.875,1,1,4
j113,1949,False,0.07860809509495935,0.85,10,3,4,4,5,7,9,9,9,2,1949,0.07860809509495935,0.875,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,True,16,2,0.875,1,1,4
j39,1949,False,0.07860809509495932,0.85,8,3,5,5,6,7,7,7,8,2,1949,0.07860809509495932,0.875,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,True,16,2,0.875,1,1,4
j83,1949,False,-0.048634227341473615,1.0,3,2,3,3,3,3,3,3,3,1,1949,-0.048634227341473615,0.6875,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,True,16,2,0.6875,1,1,1
j49,1949,False,0.07860809509495932,0.85,3,1,1,1,2,3,3,3,3,1,1949,0.07860809509495932,0.875,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,True,16,2,0.875,1,1,4
j11,1949,False,0.06715884719425366,0.888888888888889,3,1,1,1,2,2,3,3,3,1,1949,0.06715884719425366,0.75,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,True,16,2,0.75,1,1,3
j36,1949,False,0.07246589025011506,1.0,0,0,0,0,0,0,0,0,0,0,1949,0.07246589025011506,0.9375,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,False,16,0,0.9375,1,1,1
j12,1950,False,0.04688903631653164,0.8304761904761906,12,2,2,2,3,5,8,9,10,1,1950,0.04688903631653164,0.8333333333333334,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0.0,0,0,0,True,18,3,0.8333333333333334,2,4,5
j14,1950,False,0.07315135837228526,0.8357142857142856,14,3,3,4,5,7,9,10,11,1,1950,0.07315135837228526,0.9444444444444444,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0.5,0.0,0,0,0,True,18,4,0.9444444444444444,2,4,8
j8,1950,False,0.0639527219568801,0.8404761904761905,8,2,2,3,5,6,6,7,7,0,1950,0.0639527219568801,0.9444444444444444,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.25,0.0,0,0,0,True,18,4,0.9444444444444444,2,4,6
j63,1950,False,0.0731513583722852,0.8357142857142856,14,3,3,4,6,8,9,10,11,1,1950,0.0731513583722852,0.9444444444444444,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0.5,0.0,0,0,0,True,18,4,0.9444444444444444,2,4,8
j93,1950,False,0.0731513583722852,0.8357142857142856,11,3,3,4,5,7,7,7,8,1,1950,0.0731513583722852,0.9444444444444444,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0.5,0.0,0,0,0,True,18,4,0.9444444444444444,2,4,8
j159,1950,False,0.05654847930041038,0.8352380952380953,13,1,1,2,3,5,8,9,10,1,1950,0.05654847930041038,0.8333333333333334,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0.3333333333333333,0.0,0,0,0,True,18,3,0.8333333333333334,2,4,5
j155,1950,False,0.06857272196460344,0.8849206349206349,12,2,2,3,4,6,8,9,10,1,1950,0.06857272196460344,0.9444444444444444,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0.6666666666666666,0.0,0,0,0,True,18,4,0.9444444444444444,2,4,6
j66,1950,False,0.0716992615966568,0.8408163265306122,14,3,3,3,5,7,9,10,11,1,1950,0.0716992615966568,0.8888888888888888,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0.6666666666666666,0.0,0,0,0,True,18,4,0.8888888888888888,2,4,7
j69,1950,False,0.0731513583722852,0.8357142857142856,14,3,3,4,5,7,9,10,11,1,1950,0.0731513583722852,0.9444444444444444,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0.5,0.0,0,0,0,True,18,4,0.9444444444444444,2,4,8
j77,1950,False,0.0731513583722852,0.8357142857142856,14,3,3,4,5,7,9,10,11,1,1950,0.0731513583722852,0.9444444444444444,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0.5,0.0,0,0,0,True,18,4,0.9444444444444444,2,4,8
j113,1950,False,0.07002481874023178,0.863265306122449,11,2,2,3,5,7,7,7,8,1,1950,0.07002481874023178,0.9444444444444444,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0.5,0.0,0,0,0,True,18,4,0.9444444444444444,2,4,7
j39,1950,False,0.07169926159665678,0.8428571428571427,8,3,3,4,5,5,5,6,6,1,1950,0.07169926159665678,0.8888888888888888,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0.5,0.0,0,0,0,True,18,4,0.8888888888888888,2,4,7
j83,1950,False,-0.021634136624026606,0.9523809523809524,3,2,2,2,2,2,2,2,2,1,1950,-0.021634136624026606,0.8333333333333334,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0.0,0,0,0,True,18,4,0.8333333333333334,2,4,3
j26,1950,True,0.053499923126853824,1.0,1,1,1,1,1,1,1,1,1,0,1950,0.053499923126853824,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,18,1,0.6666666666666666,0,0,1
j6,1950,True,0.053499923126853824,1.0,1,1,1,1,1,1,1,1,1,0,1950,0.053499923126853824,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,18,1,0.6666666666666666,0,0,1
j49,1950,False,0.06284292216455871,0.85,3,0,0,1,2,2,2,2,2,0,1950,0.06284292216455871,0.8333333333333334,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.25,0.0,0,0,0,False,18,0,0.8333333333333334,2,4,4
j11,1950,False,-0.023290453740938678,0.8630952380952381,2,0,0,1,1,2,2,2,2,0,1950,-0.023290453740938678,0.8333333333333334,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.3333333333333333,0.0,0,0,0,True,18,3,0.8333333333333334,2,4,4
j36,1950,False,0.05993872861330196,1.0,0,0,0,0,0,0,0,0,0,0,1950,0.05993872861330196,0.8333333333333334,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,False,18,0,0.8333333333333334,2,4,1
j12,1951,False,0.05954009591093801,0.862797619047619,13,1,1,2,4,7,8,9,11,1,1951,0.05954009591093801,0.9444444444444444,1.5,0,0,0,0,1.5,0.0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,0.2,1.0,0.0,0,0,True,18,3,0.9444444444444444,3,9,8
j14,1951,False,0.06760134090935731,0.8577922077922079,15,2,3,4,6,8,9,10,13,2,1951,0.06760134090935731,0.9444444444444444,1.5,0,0,0,0,0.75,0.0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,0.125,0.5,0.0,0,0,True,18,3,0.9444444444444444,3,9,11
j8,1951,False,0.05837382481379212,0.8595238095238096,8,2,3,5,6,6,7,7,8,2,1951,0.05837382481379212,0.9444444444444444,0.5,0,0,0,0,0.25,0.0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.0,0.25,0.0,0,0,True,18,3,0.9444444444444444,3,9,8
j63,1951,False,0.06760134090935736,0.8577922077922079,14,2,3,5,7,8,9,10,13,2,1951,0.06760134090935736,0.9444444444444444,1.5,0,0,0,0,0.75,0.0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,0.125,0.5,0.0,0,0,True,18,3,0.9444444444444444,3,9,11
j93,1951,False,0.06760134090935736,0.8602380952380952,10,2,3,4,6,6,6,7,10,2,1951,0.06760134090935736,0.9444444444444444,1.5,0,0,0,0,0.75,0.0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,0.125,0.5,0.0,0,0,True,18,3,0.9444444444444444,3,9,10
j159,1951,False,0.06557255689149878,0.8657738095238094,13,0,1,2,4,7,8,9,12,0,1951,0.06557255689149878,0.9444444444444444,2.0,0,0,0,0,0.6666666666666666,0.0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0.2,0.3333333333333333,0.0,0,0,True,18,3,0.9444444444444444,3,9,8
j155,1951,False,0.06511311503312753,0.8955026455026456,13,1,2,3,5,7,8,9,11,1,1951,0.06511311503312753,0.9444444444444444,1.5,0,0,0,0,1.0,0.0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,0.16666666666666666,0.6666666666666666,0.0,0,0,True,18,3,0.9444444444444444,3,9,9
j66,1951,False,0.06714189905098619,0.8635714285714287,14,2,2,4,6,8,9,10,13,2,1951,0.06714189905098619,0.9444444444444444,1.5,0,0,0,0,1.0,0.0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,0.14285714285714285,0.6666666666666666,0.0,0,0,True,18,3,0.9444444444444444,3,9,10
j69,1951,False,0.06760134090935735,0.8577922077922079,14,2,3,4,6,8,9,10,13,2,1951,0.06760134090935735,0.9444444444444444,1.5,0,0,0,0,0.75,0.0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,0.125,0.5,0.0,0,0,True,18,3,0.9444444444444444,3,9,11
j77,1951,False,0.06760134090935735,0.8577922077922079,15,2,3,4,6,8,9,10,13,2,1951,0.06760134090935735,0.9444444444444444,1.5,0,0,0,0,0.75,0.0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,0.125,0.5,0.0,0,0,True,18,3,0.9444444444444444,3,9,11
j113,1951,False,0.06557255689149881,0.8843915343915344,10,1,2,4,6,6,6,7,10,1,1951,0.06557255689149881,0.9444444444444444,1.5,0,0,0,0,0.75,0.0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,0,0.14285714285714285,0.5,0.0,0,0,True,18,3,0.9444444444444444,3,9,9
